drug1_id,drug2_id,drug1_name,drug2_name,interaction_type
DB00768,DB06725,lornoxicam,olopatadine,risk or severity of adverse effects
DB00768,DB01397,magnesium salicylate,olopatadine,risk or severity of adverse effects
DB00768,DB02709,olopatadine,resveratrol,risk or severity of adverse effects
DB00765,DB06016,cariprazine,metyrosine,risk or severity of adverse effects
DB00765,DB04946,iloperidone,metyrosine,risk or severity of adverse effects
DB00765,DB01622,metyrosine,thioproperazine,risk or severity of adverse effects
DB00765,DB01621,metyrosine,pipotiazine,risk or severity of adverse effects
DB00765,DB01608,metyrosine,propericiazine,risk or severity of adverse effects
DB00765,DB01063,acetophenazine,metyrosine,risk or severity of adverse effects
DB00765,DB12401,bromperidol,metyrosine,risk or severity of adverse effects
DB00765,DB09000,cyamemazine,metyrosine,risk or severity of adverse effects
DB00765,DB09289,metyrosine,tianeptine,risk or severity of adverse effects
DB00765,DB09167,dosulepin,metyrosine,risk or severity of adverse effects
DB00765,DB08996,dimetacrine,metyrosine,risk or severity of adverse effects
DB00765,DB01175,escitalopram,metyrosine,risk or severity of adverse effects
DB00765,DB01104,metyrosine,sertraline,risk or severity of adverse effects
DB00765,DB08918,levomilnacipran,metyrosine,risk or severity of adverse effects
DB00765,DB04896,metyrosine,milnacipran,risk or severity of adverse effects
DB00765,DB06700,desvenlafaxine,metyrosine,risk or severity of adverse effects
DB00765,DB01233,metoclopramide,metyrosine,risk or severity of adverse effects
DB00764,DB11079,mometasone,trolamine salicylate,risk or severity of adverse effects
DB00764,DB09543,methyl salicylate,mometasone,risk or severity of adverse effects
DB00764,DB06807,mometasone,phenyl aminosalicylate,risk or severity of adverse effects
DB00765,DB13114,amitriptylinoxide,metyrosine,risk or severity of adverse effects
DB00765,DB09016,butriptyline,metyrosine,risk or severity of adverse effects
DB00765,DB01242,clomipramine,metyrosine,risk or severity of adverse effects
DB00765,DB01151,desipramine,metyrosine,risk or severity of adverse effects
DB00765,DB01142,doxepin,metyrosine,risk or severity of adverse effects
DB00765,DB04844,metyrosine,tetrabenazine,risk or severity of adverse effects
DB00765,DB01069,metyrosine,promethazine,risk or severity of adverse effects
DB00622,DB09104,magnesium hydroxide,nicardipine,risk or severity of hypotension and neuromuscular blockade
DB00622,DB01397,magnesium salicylate,nicardipine,risk or severity of hypotension and neuromuscular blockade
DB00622,DB01377,magnesium oxide,nicardipine,risk or severity of hypotension and neuromuscular blockade
DB00622,DB00653,magnesium sulfate,nicardipine,risk or severity of hypotension and neuromuscular blockade
DB00765,DB09128,brexpiprazole,metyrosine,risk or severity of adverse effects
DB00622,DB09112,nicardipine,nitrous acid,risk or severity of adverse effects
DB00622,DB01236,nicardipine,sevoflurane,risk or severity of adverse effects
DB00622,DB09292,nicardipine,sacubitril,risk or severity of adverse effects
DB00622,DB00899,nicardipine,remifentanil,risk or severity of adverse effects
DB00622,DB09286,nicardipine,pipamperone,risk or severity of adverse effects
DB00622,DB00922,levosimendan,nicardipine,risk or severity of adverse effects
DB00622,DB01002,levobupivacaine,nicardipine,risk or severity of adverse effects
DB00622,DB00753,isoflurane,nicardipine,risk or severity of adverse effects
DB00622,DB01088,iloprost,nicardipine,risk or severity of adverse effects
DB00622,DB09279,fimasartan,nicardipine,risk or severity of adverse effects
DB00622,DB01189,desflurane,nicardipine,risk or severity of adverse effects
DB00622,DB00631,clofarabine,nicardipine,risk or severity of adverse effects
DB00622,DB09232,cilnidipine,nicardipine,risk or severity of adverse effects
DB00622,DB01282,carbetocin,nicardipine,risk or severity of adverse effects
DB00622,DB00714,apomorphine,nicardipine,risk or severity of adverse effects
DB00622,DB00681,amphotericin b,nicardipine,risk or severity of adverse effects
DB00622,DB01210,levobunolol,nicardipine,risk or severity of adverse effects
DB00622,DB01144,diclofenamide,nicardipine,risk or severity of adverse effects
DB00622,DB01113,nicardipine,papaverine,risk or severity of adverse effects
DB00622,DB01020,isosorbide mononitrate,nicardipine,risk or severity of adverse effects
DB00622,DB00964,apraclonidine,nicardipine,risk or severity of adverse effects
DB00622,DB00903,etacrynic acid,nicardipine,risk or severity of adverse effects
DB00622,DB00887,bumetanide,nicardipine,risk or severity of adverse effects
DB00622,DB00883,isosorbide dinitrate,nicardipine,risk or severity of adverse effects
DB00622,DB00742,mannitol,nicardipine,risk or severity of adverse effects
DB00622,DB00727,nicardipine,nitroglycerin,risk or severity of adverse effects
DB00622,DB00703,methazolamide,nicardipine,risk or severity of adverse effects
DB00622,DB00700,eplerenone,nicardipine,risk or severity of adverse effects
DB00622,DB00697,nicardipine,tizanidine,risk or severity of adverse effects
DB00622,DB00695,furosemide,nicardipine,risk or severity of adverse effects
DB00622,DB00633,dexmedetomidine,nicardipine,risk or severity of adverse effects
DB00622,DB00708,nicardipine,sufentanil,risk or severity of adverse effects
DB00764,DB08976,floctafenine,mometasone,risk or severity of adverse effects
DB00764,DB08880,mometasone,teriflunomide,risk or severity of adverse effects
DB00764,DB09285,mometasone,morniflumate,risk or severity of adverse effects
DB00764,DB09295,mometasone,talniflumate,risk or severity of adverse effects
DB00764,DB09214,dexketoprofen,mometasone,risk or severity of adverse effects
DB00764,DB09213,dexibuprofen,mometasone,risk or severity of adverse effects
DB00764,DB08910,mometasone,pomalidomide,risk or severity of adverse effects
DB00764,DB01395,drospirenone,mometasone,risk or severity of adverse effects
DB00764,DB00856,chlorphenesin,mometasone,risk or severity of adverse effects
DB00764,DB06774,capsaicin,mometasone,risk or severity of adverse effects
DB00764,DB01419,antrafenine,mometasone,risk or severity of adverse effects
DB00622,DB09038,empagliflozin,nicardipine,risk or severity of adverse effects
DB00622,DB08941,isoxsuprine,nicardipine,risk or severity of adverse effects
DB00622,DB08907,canagliflozin,nicardipine,risk or severity of adverse effects
DB00622,DB08822,azilsartan medoxomil,nicardipine,risk or severity of adverse effects
DB00622,DB01612,amyl nitrite,nicardipine,risk or severity of adverse effects
DB00764,DB02709,mometasone,resveratrol,risk or severity of adverse effects
DB00764,DB01628,etoricoxib,mometasone,risk or severity of adverse effects
DB00764,DB09084,benzydamine,mometasone,risk or severity of adverse effects
DB00764,DB13783,acemetacin,mometasone,risk or severity of adverse effects
DB00764,DB13346,bufexamac,mometasone,risk or severity of adverse effects
DB00764,DB13167,alclofenac,mometasone,risk or severity of adverse effects
DB00764,DB13063,mometasone,parthenolide,risk or severity of adverse effects
DB00764,DB12598,mometasone,nafamostat,risk or severity of adverse effects
DB00764,DB11672,curcumin,mometasone,risk or severity of adverse effects
DB00764,DB09288,mometasone,propacetamol,risk or severity of adverse effects
DB00764,DB09218,clonixin,mometasone,risk or severity of adverse effects
DB00764,DB09216,mometasone,tolfenamic acid,risk or severity of adverse effects
DB00764,DB09212,loxoprofen,mometasone,risk or severity of adverse effects
DB00764,DB08991,epirizole,mometasone,risk or severity of adverse effects
DB00764,DB08984,etofenamate,mometasone,risk or severity of adverse effects
DB00764,DB08981,fenbufen,mometasone,risk or severity of adverse effects
DB00764,DB00945,acetylsalicylic acid,mometasone,risk or severity of adverse effects
DB00764,DB00939,meclofenamic acid,mometasone,risk or severity of adverse effects
DB00764,DB08797,mometasone,salicylamide,risk or severity of adverse effects
DB00764,DB08439,mometasone,parecoxib,risk or severity of adverse effects
DB00764,DB07615,mometasone,tranilast,risk or severity of adverse effects
DB00764,DB06739,mometasone,seratrodast,risk or severity of adverse effects
DB00764,DB06737,mometasone,zaltoprofen,risk or severity of adverse effects
DB00764,DB06736,aceclofenac,mometasone,risk or severity of adverse effects
DB00764,DB06725,lornoxicam,mometasone,risk or severity of adverse effects
DB00764,DB06196,icatibant,mometasone,risk or severity of adverse effects
DB00764,DB05676,apremilast,mometasone,risk or severity of adverse effects
DB00764,DB04951,mometasone,pirfenidone,risk or severity of adverse effects
DB00764,DB04817,metamizole,mometasone,risk or severity of adverse effects
DB00764,DB04743,mometasone,nimesulide,risk or severity of adverse effects
DB00764,DB04552,mometasone,niflumic acid,risk or severity of adverse effects
DB00764,DB03585,mometasone,oxyphenbutazone,risk or severity of adverse effects
DB00764,DB01245,decamethonium,mometasone,risk or severity of adverse effects
DB00764,DB01199,mometasone,tubocurarine,risk or severity of adverse effects
DB00764,DB01600,mometasone,tiaprofenic acid,risk or severity of adverse effects
DB00764,DB01435,antipyrine,mometasone,risk or severity of adverse effects
DB00764,DB01401,choline magnesium trisalicylate,mometasone,risk or severity of adverse effects
DB00764,DB01399,mometasone,salsalate,risk or severity of adverse effects
DB00764,DB01397,magnesium salicylate,mometasone,risk or severity of adverse effects
DB00764,DB01283,lumiracoxib,mometasone,risk or severity of adverse effects
DB00764,DB01250,mometasone,olsalazine,risk or severity of adverse effects
DB00764,DB01097,leflunomide,mometasone,risk or severity of adverse effects
DB00764,DB01050,ibuprofen,mometasone,risk or severity of adverse effects
DB00764,DB01024,mometasone,mycophenolic acid,risk or severity of adverse effects
DB00764,DB01014,balsalazide,mometasone,risk or severity of adverse effects
DB00764,DB01009,ketoprofen,mometasone,risk or severity of adverse effects
DB00764,DB00991,mometasone,oxaprozin,risk or severity of adverse effects
DB00764,DB00972,azelastine,mometasone,risk or severity of adverse effects
DB00764,DB00382,mometasone,tacrine,risk or severity of adverse effects
DB00764,DB09220,mometasone,nicorandil,risk or severity of adverse effects
DB00764,DB00936,mometasone,salicylic acid,risk or severity of adverse effects
DB00764,DB00870,mometasone,suprofen,risk or severity of adverse effects
DB00764,DB00861,diflunisal,mometasone,risk or severity of adverse effects
DB00764,DB00821,carprofen,mometasone,risk or severity of adverse effects
DB00764,DB00814,meloxicam,mometasone,risk or severity of adverse effects
DB00764,DB00812,mometasone,phenylbutazone,risk or severity of adverse effects
DB00764,DB00795,mometasone,sulfasalazine,risk or severity of adverse effects
DB00764,DB00788,mometasone,naproxen,risk or severity of adverse effects
DB00764,DB00784,mefenamic acid,mometasone,risk or severity of adverse effects
DB00764,DB00768,mometasone,olopatadine,risk or severity of adverse effects
DB00764,DB06802,mometasone,nepafenac,risk or severity of adverse effects
DB00764,DB00963,bromfenac,mometasone,risk or severity of adverse effects
DB00764,DB01233,metoclopramide,mometasone,risk or severity of adverse effects
DB00764,DB00805,minaprine,mometasone,risk or severity of adverse effects
DB00764,DB00978,lomefloxacin,mometasone,risk or severity of adverse effects
DB00764,DB04576,fleroxacin,mometasone,risk or severity of adverse effects
DB00764,DB01208,mometasone,sparfloxacin,risk or severity of adverse effects
DB00764,DB01155,gemifloxacin,mometasone,risk or severity of adverse effects
DB00764,DB01137,levofloxacin,mometasone,risk or severity of adverse effects
DB00764,DB01043,memantine,mometasone,risk or severity of adverse effects
DB00764,DB04864,huperzine a,mometasone,risk or severity of adverse effects
DB00764,DB01057,echothiophate,mometasone,risk or severity of adverse effects
DB00764,DB00772,malathion,mometasone,risk or severity of adverse effects
DB00764,DB01400,mometasone,neostigmine,risk or severity of adverse effects
DB00764,DB01122,ambenonium,mometasone,risk or severity of adverse effects
DB00764,DB01010,edrophonium,mometasone,risk or severity of adverse effects
DB00764,DB00989,mometasone,rivastigmine,risk or severity of adverse effects
DB00764,DB00981,mometasone,physostigmine,risk or severity of adverse effects
DB00764,DB00944,demecarium,mometasone,risk or severity of adverse effects
DB00764,DB00843,donepezil,mometasone,risk or severity of adverse effects
DB00762,DB01092,irinotecan,ouabain,cardiotoxic activities
DB00762,DB01078,deslanoside,irinotecan,cardiotoxic activities
DB00762,DB06772,cabazitaxel,irinotecan,risk or severity of adverse effects
DB00762,DB01248,docetaxel,irinotecan,risk or severity of adverse effects
DB00762,DB01229,irinotecan,paclitaxel,risk or severity of adverse effects
DB00762,DB01097,irinotecan,leflunomide,risk or severity of adverse effects
DB00763,DB13136,fluindione,methimazole,anticoagulant activities
DB00763,DB01418,acenocoumarol,methimazole,anticoagulant activities
DB00763,DB00946,methimazole,phenprocoumon,anticoagulant activities
DB00764,DB01059,mometasone,norfloxacin,risk or severity of adverse effects
DB00764,DB01044,gatifloxacin,mometasone,risk or severity of adverse effects
DB00764,DB00827,cinoxacin,mometasone,risk or severity of adverse effects
DB00764,DB00817,mometasone,rosoxacin,risk or severity of adverse effects
DB00764,DB00779,mometasone,nalidixic acid,risk or severity of adverse effects
DB00764,DB01609,deferasirox,mometasone,risk or severity of adverse effects
DB00764,DB01165,mometasone,ofloxacin,risk or severity of adverse effects
DB00622,DB00996,gabapentin,nicardipine,risk or severity of hypotension
DB00622,DB09231,benidipine,nicardipine,risk or severity of hypotension
DB00761,DB00986,glycopyrronium,potassium chloride,risk or severity of adverse effects
DB00762,DB01076,atorvastatin,irinotecan,risk or severity of adverse effects
DB00762,DB11273,dihydroergocornine,irinotecan,risk or severity of adverse effects
DB00762,DB01200,bromocriptine,irinotecan,risk or severity of adverse effects
DB00762,DB01186,irinotecan,pergolide,risk or severity of adverse effects
DB00762,DB13345,dihydroergocristine,irinotecan,risk or severity of adverse effects
DB00762,DB01253,ergonovine,irinotecan,risk or severity of adverse effects
DB00763,DB01076,atorvastatin,methimazole,risk or severity of adverse effects
DB00763,DB11273,dihydroergocornine,methimazole,risk or severity of adverse effects
DB00763,DB01200,bromocriptine,methimazole,risk or severity of adverse effects
